1,1,101,
-5.000000,14400.000000,
-4.900000,12712.338867,
-4.800000,11191.949219,
-4.700000,9825.367188,
-4.600000,8599.964844,
-4.500000,7503.890625,
-4.400000,6526.055176,
-4.300000,5656.094727,
-4.200000,4884.331543,
-4.100000,4201.761230,
-4.000000,3600.000000,
-3.900000,3071.265869,
-3.800000,2608.348877,
-3.700000,2204.584229,
-3.600000,1853.818848,
-3.500000,1550.390625,
-3.400000,1289.097534,
-3.300000,1065.173706,
-3.200000,874.266724,
-3.100000,712.409363,
-3.000000,576.000000,
-2.900000,461.777191,
-2.800000,366.799072,
-2.700000,288.422333,
-2.600000,224.280518,
-2.500000,172.265625,
-2.400000,130.507797,
-2.300000,97.357681,
-2.200000,71.368713,
-2.100000,51.279903,
-2.000000,36.000000,
-1.900000,24.591679,
-1.800000,16.257021,
-1.700000,10.323371,
-1.600000,6.230018,
-1.500000,3.515625,
-1.400000,1.806336,
-1.300000,0.804609,
-1.200000,0.278784,
-1.100000,0.053361,
-1.000000,0.000000,
-0.900000,0.029241,
-0.800000,0.082944,
-0.700000,0.127449,
-0.600000,0.147456,
-0.500000,0.140625,
-0.400000,0.112896,
-0.300000,0.074529,
-0.200000,0.036864,
-0.100000,0.009801,
0.000000,0.000000,
0.100000,0.009801,
0.200000,0.036864,
0.300000,0.074529,
0.400000,0.112896,
0.500000,0.140625,
0.600000,0.147456,
0.700000,0.127449,
0.800000,0.082944,
0.900000,0.029241,
1.000000,0.000000,
1.100000,0.053361,
1.200000,0.278784,
1.300000,0.804609,
1.400000,1.806336,
1.500000,3.515625,
1.600000,6.230018,
1.700000,10.323371,
1.800000,16.257021,
1.900000,24.591679,
2.000000,36.000000,
2.100000,51.279903,
2.200000,71.368713,
2.300000,97.357681,
2.400000,130.507797,
2.500000,172.265625,
2.600000,224.280518,
2.700000,288.422333,
2.800000,366.799072,
2.900000,461.777191,
3.000000,576.000000,
3.100000,712.409363,
3.200000,874.266724,
3.300000,1065.173706,
3.400000,1289.097534,
3.500000,1550.390625,
3.600000,1853.818848,
3.700000,2204.584229,
3.800000,2608.348877,
3.900000,3071.265869,
4.000000,3600.000000,
4.100000,4201.761230,
4.200000,4884.331543,
4.300000,5656.094727,
4.400000,6526.055176,
4.500000,7503.890625,
4.600000,8599.964844,
4.700000,9825.367188,
4.800000,11191.949219,
4.900000,12712.338867,
5.000000,14400.000000,
